,First_pokemon,Second_pokemon,Winner
756,Vulpix,Ralts,Vulpix
757,Diglett,Treecko,Diglett
758,Pinsir,Shuckle,Pinsir
759,Bonsly,Grimer,Grimer
760,Smoochum,Joltik,Joltik
761,Tentacool,Meowth,Meowth
762,Druddigon,Delibird,Delibird
763,Sentret,Voltorb,Voltorb
764,Rufflet,Snorunt,Rufflet
765,Vulpix,Raikou,Raikou
766,Anorith,Purrloin,Anorith
767,Spiritomb,Lapras,Lapras
768,Torkoal,Barboach,Barboach
769,Cresselia,Ducklett,Cresselia
770,Regice,Nosepass,Regice
771,Latios,Lickitung,Latios
772,Woobat,Aerodactyl,Aerodactyl
773,Bagon,Nosepass,Bagon
774,Mewtwo,Sunkern,Mewtwo
775,Wailmer,Slakoth,Wailmer
776,Munna,Pidgey,Pidgey
777,Grimer,Volcanion,Volcanion
778,Victini,Delibird,Victini
779,Carbink,Zangoose,Zangoose
780,Teddiursa,Paras,Teddiursa
781,Bunnelby,Zubat,Bunnelby
782,Bellsprout,Shelmet,Bellsprout
783,Buizel,Tepig,Buizel
784,Meowth,Tropius,Meowth
785,Deino,Cyndaquil,Cyndaquil
786,Taillow,Mankey,Taillow
787,Weedle,Pansear,Pansear
788,Purrloin,Porygon,Purrloin
789,Phanpy,Slowpoke,Phanpy
790,Electrike,Fletchling,Electrike
791,Rotom,Dwebble,Rotom
792,Paras,Trubbish,Trubbish
793,Munna,Minun,Minun
794,Froakie,Zubat,Froakie
795,Ralts,Makuhita,Ralts
796,Glameow,Elekid,Elekid
797,Onix,Froakie,Froakie
798,Dedenne,Gligar,Gligar
799,Vullaby,Barboach,Barboach
800,Shinx,Illumise,Illumise
801,Articuno,Diancie,Articuno
802,Yamask,Shellder,Shellder
803,Kabuto,Solrock,Solrock
804,Rufflet,Suicune,Suicune
805,Raikou,Corphish,Raikou
806,Tynamo,Scyther,Scyther
807,Ralts,Geodude,Geodude
808,Tynamo,Azelf,Azelf
809,Mareep,Murkrow,Murkrow
810,Pichu,Igglybuff,Pichu
811,Latias,Pinsir,Latias
812,Torchic,Nosepass,Torchic
813,Kabuto,Raikou,Raikou
814,Gulpin,Plusle,Plusle
815,Anorith,Spheal,Anorith
816,Mewtwo,Kyurem,Mewtwo
817,Frillish,Igglybuff,Frillish
818,Kangaskhan,Rotom,Rotom
819,Scraggy,Bouffalant,Bouffalant
820,Axew,Murkrow,Murkrow
821,Carvanha,Gligar,Gligar
822,Mawile,Petilil,Mawile
823,Skitty,Yamask,Yamask
824,Illumise,Onix,Illumise
825,Phanpy,Magnemite,Magnemite
826,Heracross,Audino,Heracross
827,Shuppet,Croagunk,Croagunk
828,Drowzee,Woobat,Woobat
829,Turtwig,Sneasel,Sneasel
830,Raikou,Mankey,Raikou
831,Spearow,Vullaby,Spearow
832,Yanma,Abra,Yanma
833,Gligar,Meowth,Meowth
834,Mew,Spearow,Mew
835,Honedge,Wingull,Wingull
836,Spinda,Shuppet,Shuppet
837,Litwick,Timburr,Litwick
838,Miltank,Froakie,Miltank
839,Sneasel,Cresselia,Sneasel
840,Anorith,Ferroseed,Anorith
841,Shuppet,Pachirisu,Pachirisu
842,Castform,Axew,Castform
843,Barboach,Klink,Barboach
844,Litwick,Regirock,Regirock
845,Nosepass,Makuhita,Nosepass
846,Bulbasaur,Venipede,Venipede
847,Groudon,Volbeat,Groudon
848,Goldeen,Genesect,Genesect
849,Lapras,Magnemite,Lapras
850,Groudon,Elgyem,Groudon
851,Hoothoot,Cleffa,Hoothoot
852,Caterpie,Patrat,Caterpie
853,Vanillite,Machop,Vanillite
854,Voltorb,Lileep,Lileep
855,Dunsparce,Chespin,Dunsparce
856,Bergmite,Aron,Aron
857,Gastly,Cyndaquil,Gastly
858,Cobalion,Delibird,Cobalion
859,Deino,Staryu,Staryu
860,Hippopotas,Raikou,Hippopotas
861,Golett,Skarmory,Skarmory
862,Teddiursa,Solrock,Solrock
863,Natu,Buizel,Buizel
864,Gastly,Articuno,Articuno
865,Heatran,Duskull,Heatran
866,Kecleon,Finneon,Finneon
867,Tangela,Stunfisk,Tangela
868,Magnemite,Chingling,Chingling
869,Bulbasaur,Poochyena,Bulbasaur
870,Horsea,Cacnea,Cacnea
871,Qwilfish,Skitty,Qwilfish
872,Manaphy,Patrat,Manaphy
873,Cubone,Igglybuff,Cubone
874,Poochyena,Misdreavus,Misdreavus
875,Darumaka,Minccino,Minccino
876,Mareep,Drifloon,Drifloon
877,Cleffa,Zangoose,Zangoose
878,Bergmite,Honedge,Honedge
879,Roggenrola,Qwilfish,Qwilfish
880,Meowth,Regigigas,Regigigas
881,Mantyke,Litwick,Mantyke
882,Sewaddle,Dedenne,Dedenne
883,Beldum,Rattata,Rattata
884,Spheal,Totodile,Totodile
885,Hoppip,Slowpoke,Hoppip
886,Remoraid,Magikarp,Magikarp
887,Phantump,Axew,Axew
888,Psyduck,Trubbish,Trubbish
889,Cyndaquil,Vullaby,Cyndaquil
890,Shuppet,Castform,Castform
891,Zorua,Goldeen,Zorua
892,Bonsly,Lotad,Lotad
893,Nosepass,Cranidos,Cranidos
894,Registeel,Minccino,Minccino
895,Klink,Bunnelby,Bunnelby
896,Castform,Bouffalant,Castform
897,Hawlucha,Smoochum,Hawlucha
898,Spinarak,Yveltal,Yveltal
899,Onix,Tentacool,Tentacool
900,Treecko,Zangoose,Zangoose
901,Meowth,Litwick,Litwick
902,Girafarig,Yveltal,Yveltal
903,Hawlucha,Gible,Hawlucha
904,Patrat,Pansear,Pansear
905,Slowpoke,Qwilfish,Qwilfish
906,Seedot,Staryu,Staryu
907,Misdreavus,Bronzor,Misdreavus
908,Gothita,Shinx,Shinx
909,Gastly,Omanyte,Gastly
910,Igglybuff,Lunatone,Lunatone
911,Carbink,Chatot,Chatot
912,Chimchar,Kecleon,Chimchar
913,Magikarp,Plusle,Plusle
914,Munchlax,Karrablast,Munchlax
915,Purrloin,Houndour,Purrloin
916,Shinx,Murkrow,Murkrow
917,Chinchou,Azelf,Azelf
918,Druddigon,Barboach,Barboach
919,Lugia,Charmander,Lugia
920,Chinchou,Larvesta,Chinchou
921,Seel,Genesect,Genesect
922,Wurmple,Swirlix,Swirlix
923,Volbeat,Azelf,Azelf
924,Seedot,Vulpix,Vulpix
925,Hippopotas,Bagon,Bagon
926,Azurill,Shroomish,Shroomish
927,Magnemite,Binacle,Binacle
928,Aron,Ekans,Aron
929,Skiddo,Espurr,Espurr
930,Spoink,Caterpie,Spoink
931,Mienfoo,Druddigon,Mienfoo
932,Regirock,Cubchoo,Regirock
933,Slakoth,Manaphy,Manaphy
934,Latios,Qwilfish,Latios
935,Spoink,Darumaka,Spoink
936,Miltank,Kyogre,Miltank
937,Larvesta,Zorua,Zorua
938,Cubone,Minun,Cubone
939,Poochyena,Spearow,Spearow
940,Swirlix,Hoppip,Hoppip
941,Entei,Pidgey,Entei
942,Gastly,Mantyke,Gastly
943,Druddigon,Phione,Phione
944,Voltorb,Venonat,Voltorb
945,Aron,Hawlucha,Hawlucha
946,Lillipup,Kyogre,Kyogre
947,Lunatone,Bunnelby,Lunatone
948,Nosepass,Swinub,Swinub
949,Hoothoot,Cubone,Hoothoot
950,Corphish,Azelf,Azelf
951,Panpour,Luvdisc,Luvdisc
952,Shuppet,Pawniard,Pawniard
953,Zekrom,Munna,Zekrom
954,Binacle,Fennekin,Fennekin
955,Numel,Pinsir,Pinsir
956,Volcanion,Articuno,Articuno
957,Buneary,Slakoth,Buneary
958,Panpour,Squirtle,Panpour
959,Bergmite,Nincada,Nincada
960,Palkia,Slakoth,Palkia
961,Sawk,Ferroseed,Sawk
962,Klink,Growlithe,Growlithe
963,Houndour,Kyurem,Kyurem
964,Minun,Roggenrola,Roggenrola
965,Taillow,Amaura,Taillow
966,Purrloin,Slugma,Purrloin
967,Wooper,Aipom,Aipom
968,Solosis,Panpour,Panpour
969,Dratini,Phione,Phione
970,Surskit,Growlithe,Surskit
971,Gible,Shroomish,Gible
972,Surskit,Victini,Victini
973,Golett,Timburr,Timburr
974,Drowzee,Darkrai,Darkrai
975,Doduo,Trapinch,Doduo
976,Cranidos,Gligar,Gligar
977,Archen,Gothita,Archen
978,Bulbasaur,Pidove,Bulbasaur
979,Grimer,Dratini,Dratini
980,Lillipup,Mankey,Mankey
981,Sewaddle,Rhyhorn,Sewaddle
982,Wurmple,Druddigon,Druddigon
983,Hoppip,Meowth,Meowth
984,Pachirisu,Heracross,Pachirisu
985,Elgyem,Aerodactyl,Aerodactyl
986,Finneon,Tyrogue,Finneon
987,Vulpix,Baltoy,Vulpix
988,Machop,Shinx,Shinx
989,Slugma,Groudon,Groudon
990,Larvesta,Groudon,Groudon
991,Starly,Honedge,Starly
992,Cottonee,Ferroseed,Ferroseed
993,Solosis,Tangela,Tangela
994,Togepi,Jirachi,Jirachi
995,Oddish,Cherubi,Cherubi
996,Dunsparce,Throh,Throh
997,Stunky,Remoraid,Stunky
998,Sawk,Murkrow,Murkrow
999,Doduo,Bonsly,Bonsly
1000,Zapdos,Panpour,Zapdos
1001,Munna,Yanma,Yanma
1002,Skitty,Feebas,Skitty
1003,Klink,Goomy,Goomy
1004,Miltank,Diancie,Miltank
1005,Totodile,Sneasel,Sneasel
1006,Mewtwo,Chespin,Mewtwo
1007,Corsola,Kricketot,Corsola
1008,Teddiursa,Chatot,Chatot
1009,Axew,Snorunt,Axew
1010,Tauros,Spiritomb,Spiritomb
1011,Cleffa,Shinx,Shinx
1012,Articuno,Carvanha,Articuno
1013,Relicanth,Shinx,Relicanth
1014,Ferroseed,Cottonee,Ferroseed
1015,Uxie,Spinda,Uxie
1016,Venonat,Stantler,Stantler
1017,Swirlix,Diancie,Diancie
1018,Deino,Sableye,Sableye
1019,Turtwig,Volcanion,Volcanion
1020,Skarmory,Qwilfish,Qwilfish
1021,Stantler,Oshawott,Stantler
1022,Dialga,Spearow,Dialga
1023,Skrelp,Nincada,Nincada
1024,Goldeen,Pansage,Pansage
1025,Kricketot,Magikarp,Kricketot
1026,Slowpoke,Entei,Entei
1027,Lickitung,Cleffa,Lickitung
1028,Stunfisk,Tirtouga,Stunfisk
1029,Sandile,Carvanha,Carvanha
1030,Patrat,Chinchou,Chinchou
1031,Bellsprout,Archen,Archen
1032,Duskull,Aipom,Aipom
1033,Luvdisc,Seel,Luvdisc
1034,Petilil,Murkrow,Murkrow
1035,Venonat,Skarmory,Skarmory
1036,Azelf,Froakie,Azelf
1037,Porygon,Darumaka,Darumaka
1038,Stantler,Dialga,Dialga
1039,Houndour,Combee,Combee
1040,Trapinch,Exeggcute,Exeggcute
1041,Voltorb,Beldum,Voltorb
1042,Clamperl,Trapinch,Clamperl
1043,Petilil,Phione,Phione
1044,Bidoof,Exeggcute,Exeggcute
1045,Psyduck,Koffing,Psyduck
1046,Fletchling,Tirtouga,Tirtouga
1047,Magby,Phione,Magby
1048,Surskit,Vullaby,Surskit
1049,Beldum,Registeel,Registeel
1050,Corphish,Porygon,Porygon
1051,Zapdos,Jirachi,Jirachi
1052,Sableye,Yveltal,Yveltal
1053,Minccino,Kangaskhan,Kangaskhan
1054,Stunfisk,Numel,Numel
1055,Latios,Makuhita,Latios
1056,Mudkip,Goomy,Goomy
1057,Cresselia,Mantyke,Cresselia
1058,Surskit,Squirtle,Surskit
1059,Tentacool,Delibird,Delibird
1060,Cleffa,Spoink,Spoink
1061,Omanyte,Mudkip,Mudkip
1062,Drifloon,Klefki,Klefki
1063,Snover,Mawile,Mawile
1064,Miltank,Lapras,Miltank
1065,Geodude,Nosepass,Nosepass
1066,Abra,Timburr,Timburr
1067,Dratini,Staryu,Staryu
1068,Gastly,Fennekin,Gastly
1069,Goldeen,Chimchar,Goldeen
1070,Shieldon,Manaphy,Manaphy
1071,Sandile,Azelf,Azelf
1072,Spearow,Golett,Spearow
1073,Tentacool,Cottonee,Tentacool
1074,Oddish,Darkrai,Darkrai
1075,Chikorita,Spiritomb,Chikorita
1076,Lickitung,Roggenrola,Lickitung
1077,Remoraid,Tyrunt,Remoraid
1078,Oshawott,Ponyta,Ponyta
1079,Charmander,Pidove,Charmander
1080,Axew,Magikarp,Axew
1081,Wooper,Yamask,Yamask
1082,Koffing,Seedot,Koffing
1083,Chespin,Latias,Latias
1084,Goldeen,Girafarig,Girafarig
1085,Blitzle,Celebi,Celebi
1086,Rotom,Darkrai,Darkrai
1087,Phantump,Treecko,Treecko
1088,Foongus,Virizion,Virizion
1089,Murkrow,Phione,Murkrow
1090,Oshawott,Drowzee,Oshawott
1091,Sawk,Shroomish,Sawk
1092,Elgyem,Seedot,Seedot
1093,Wooper,Goomy,Goomy
1094,Gible,Slakoth,Gible
1095,Regice,Solrock,Solrock
1096,Shuppet,Munchlax,Munchlax
1097,Wailmer,Druddigon,Wailmer
1098,Grimer,Suicune,Suicune
1099,Roggenrola,Articuno,Articuno
1100,Tepig,Mudkip,Tepig
1101,Heracross,Feebas,Heracross
1102,Patrat,Joltik,Joltik
1103,Klefki,Onix,Klefki
1104,Regigigas,Chatot,Regigigas
1105,Cacnea,Mankey,Mankey
1106,Hoppip,Yanma,Yanma
1107,Skrelp,Horsea,Horsea
1108,Dialga,Klink,Dialga
1109,Cranidos,Axew,Cranidos
1110,Wynaut,Illumise,Illumise
1111,Fletchling,Kricketot,Fletchling
1112,Skitty,Swinub,Swinub
1113,Turtwig,Drowzee,Drowzee
1114,Turtwig,Buizel,Buizel
1115,Litwick,Cubone,Cubone
1116,Shellder,Klink,Shellder
1117,Bidoof,Cubchoo,Cubchoo
1118,Murkrow,Wailmer,Murkrow
1119,Teddiursa,Chimchar,Chimchar
1120,Teddiursa,Nosepass,Teddiursa
1121,Clamperl,Absol,Absol
1122,Buizel,Mudkip,Buizel
1123,Aron,Pawniard,Pawniard
1124,Totodile,Carbink,Carbink
1125,Omanyte,Pichu,Pichu
1126,Mewtwo,Skorupi,Mewtwo
1127,Manaphy,Pidgey,Manaphy
1128,Solosis,Houndour,Houndour
1129,Koffing,Espurr,Espurr
1130,Terrakion,Snivy,Terrakion
1131,Volbeat,Staryu,Staryu
1132,Rattata,Spiritomb,Spiritomb
1133,Riolu,Binacle,Riolu
1134,Electrike,Carnivine,Electrike
1135,Anorith,Mawile,Anorith
1136,Sandile,Dwebble,Sandile
1137,Raikou,Wynaut,Raikou
1138,Mantyke,Elgyem,Mantyke
1139,Mew,Reshiram,Mew
1140,Petilil,Relicanth,Relicanth
1141,Budew,Azurill,Budew
1142,Jirachi,Yveltal,Jirachi
1143,Audino,Wingull,Wingull
1144,Articuno,Meowth,Meowth
1145,Skarmory,Swablu,Skarmory
1146,Anorith,Lugia,Lugia
1147,Cleffa,Mantyke,Mantyke
1148,Magnemite,Lotad,Magnemite
1149,Durant,Goomy,Durant
1150,Carbink,Articuno,Articuno
1151,Timburr,Lillipup,Lillipup
1152,Corsola,Staryu,Staryu
1153,Sewaddle,Volbeat,Volbeat
1154,Vullaby,Skarmory,Skarmory
1155,Dedenne,Vanillite,Dedenne
1156,Trubbish,Fennekin,Trubbish
1157,Rotom,Phantump,Rotom
1158,Venipede,Alomomola,Alomomola
1159,Lapras,Dialga,Dialga
1160,Shellder,Chinchou,Chinchou
1161,Mewtwo,Bonsly,Mewtwo
1162,Torkoal,Surskit,Torkoal
1163,Elekid,Tyrogue,Elekid
1164,Trapinch,Eevee,Trapinch
1165,Phantump,Zubat,Zubat
1166,Vulpix,Diancie,Vulpix
1167,Dedenne,Yanma,Dedenne
1168,Finneon,Pineco,Finneon
1169,Bellsprout,Cobalion,Cobalion
1170,Heatmor,Spheal,Heatmor
1171,Dialga,Jirachi,Jirachi
1172,Volbeat,Cresselia,Cresselia
1173,Anorith,Cherubi,Anorith
1174,Seel,Spinarak,Seel
1175,Kricketot,Onix,Onix
1176,Horsea,Vullaby,Vullaby
1177,Smeargle,Barboach,Smeargle
1178,Amaura,Squirtle,Amaura
1179,Blitzle,Carvanha,Blitzle
1180,Torkoal,Roggenrola,Torkoal
1181,Pansage,Entei,Entei
1182,Bagon,Turtwig,Bagon
1183,Rotom,Clamperl,Clamperl
1184,Karrablast,Celebi,Celebi
1185,Darkrai,Regirock,Darkrai
1186,Pichu,Pachirisu,Pachirisu
1187,Poochyena,Seedot,Poochyena
1188,Mankey,Spinarak,Mankey
1189,Absol,Darumaka,Absol
1190,Carnivine,Anorith,Anorith
1191,Trapinch,Skrelp,Trapinch
1192,Vullaby,Dunsparce,Vullaby
1193,Regice,Pidove,Regice
1194,Absol,Piplup,Absol
1195,Tyrunt,Mudkip,Tyrunt
1196,Dunsparce,Stunfisk,Dunsparce
1197,Wurmple,Zorua,Zorua
1198,Zigzagoon,Shuppet,Shuppet
1199,Paras,Taillow,Taillow
1200,Bagon,Smeargle,Smeargle
1201,Cherubi,Rayquaza,Rayquaza
1202,Horsea,Inkay,Horsea
1203,Cubchoo,Corphish,Cubchoo
1204,Spearow,Shieldon,Spearow
1205,Ledyba,Munchlax,Munchlax
1206,Togepi,Lotad,Lotad
1207,Axew,Cherubi,Axew
1208,Axew,Buneary,Buneary
1209,Fennekin,Remoraid,Remoraid
1210,Charmander,Electrike,Electrike
1211,Porygon,Bouffalant,Bouffalant
1212,Pachirisu,Anorith,Pachirisu
1213,Hoothoot,Ducklett,Ducklett
1214,Binacle,Combee,Combee
1215,Lileep,Stunfisk,Stunfisk
1216,Lunatone,Pinsir,Pinsir
1217,Pachirisu,Magby,Pachirisu
1218,Rotom,Terrakion,Rotom
1219,Trubbish,Luvdisc,Luvdisc
1220,Spheal,Yanma,Yanma
1221,Darkrai,Chatot,Darkrai
1222,Caterpie,Dialga,Dialga
1223,Oshawott,Swirlix,Swirlix
1224,Growlithe,Virizion,Virizion
1225,Sneasel,Emolga,Sneasel
1226,Chingling,Virizion,Virizion
1227,Staryu,Aerodactyl,Aerodactyl
1228,Pidgey,Terrakion,Terrakion
1229,Pancham,Tympole,Tympole
1230,Corsola,Combee,Corsola
1231,Happiny,Ferroseed,Ferroseed
1232,Togepi,Piplup,Piplup
1233,Clauncher,Chinchou,Chinchou
1234,Bidoof,Charmander,Charmander
1235,Entei,Bronzor,Entei
1236,Skitty,Hoppip,Hoppip
1237,Elekid,Lickitung,Elekid
1238,Phanpy,Rattata,Rattata
1239,Helioptile,Fletchling,Helioptile
1240,Magikarp,Lickitung,Lickitung
1241,Munchlax,Heatran,Heatran
1242,Houndour,Slowpoke,Houndour
1243,Foongus,Croagunk,Croagunk
1244,Qwilfish,Luvdisc,Luvdisc
1245,Beldum,Tyrunt,Tyrunt
1246,Electrike,Ekans,Electrike
1247,Tirtouga,Ducklett,Tirtouga
1248,Budew,Murkrow,Murkrow
1249,Lugia,Axew,Lugia
1250,Dratini,Happiny,Dratini
1251,Piplup,Taillow,Taillow
1252,Phantump,Chikorita,Chikorita
1253,Deino,Drowzee,Deino
1254,Chespin,Poochyena,Chespin
1255,Tropius,Meowth,Meowth
1256,Smeargle,Blitzle,Blitzle
1257,Oshawott,Sentret,Oshawott
1258,Skarmory,Magby,Magby
1259,Hoppip,Numel,Hoppip
1260,Lapras,Bunnelby,Lapras
1261,Pichu,Skorupi,Skorupi
1262,Beldum,Diancie,Diancie
1263,Swablu,Torkoal,Torkoal
1264,Darkrai,Cottonee,Darkrai
1265,Girafarig,Hawlucha,Hawlucha
1266,Regigigas,Binacle,Regigigas
1267,Alomomola,Rattata,Rattata
1268,Electrike,Gothita,Electrike
1269,Phione,Spheal,Phione
1270,Dwebble,Azelf,Azelf
1271,Oddish,Roggenrola,Oddish
1272,Cubchoo,Hippopotas,Cubchoo
1273,Buizel,Audino,Buizel
1274,Dialga,Sawk,Dialga
1275,Heracross,Sentret,Heracross
1276,Fennekin,Dunsparce,Fennekin
1277,Skorupi,Snivy,Skorupi
1278,Ekans,Ducklett,Ducklett
1279,Lillipup,Caterpie,Lillipup
1280,Bellsprout,Sandile,Sandile
1281,Combee,Phanpy,Combee
1282,Archen,Goomy,Archen
1283,Ledyba,Ho-oh,Ho-oh
1284,Drilbur,Azelf,Azelf
1285,Volcanion,Timburr,Volcanion
1286,Buizel,Delibird,Buizel
1287,Victini,Zigzagoon,Victini
1288,Kecleon,Durant,Durant
1289,Kangaskhan,Weedle,Kangaskhan
1290,Phanpy,Smeargle,Phanpy
1291,Pidove,Seel,Seel
1292,Oddish,Pinsir,Pinsir
1293,Dialga,Swirlix,Dialga
1294,Relicanth,Bagon,Relicanth
1295,Slakoth,Swirlix,Swirlix
1296,Togepi,Buizel,Buizel
1297,Pidove,Druddigon,Druddigon
1298,Heatran,Snover,Heatran
1299,Cherubi,Tropius,Tropius
1300,Stantler,Mudkip,Stantler
1301,Skarmory,Inkay,Skarmory
1302,Magnemite,Starly,Starly
1303,Rotom,Pinsir,Pinsir
1304,Mantyke,Cranidos,Cranidos
1305,Latias,Kyurem,Latias
1306,Bonsly,Lickitung,Lickitung
1307,Heracross,Delibird,Heracross
1308,Regigigas,Tynamo,Regigigas
1309,Shuckle,Venipede,Venipede
1310,Patrat,Chinchou,Chinchou
1311,Phione,Kangaskhan,Kangaskhan
1312,Delibird,Sewaddle,Delibird
1313,Togepi,Stunky,Stunky
1314,Drifloon,Azelf,Azelf
1315,Plusle,Makuhita,Plusle
1316,Cryogonal,Shinx,Cryogonal
1317,Cottonee,Spoink,Cottonee
1318,Scraggy,Darkrai,Darkrai
1319,Mawile,Spiritomb,Mawile
1320,Raikou,Shieldon,Raikou
1321,Igglybuff,Wurmple,Wurmple
1322,Pawniard,Uxie,Pawniard
1323,Bonsly,Elgyem,Elgyem
1324,Chinchou,Aron,Chinchou
1325,Goldeen,Tropius,Goldeen
1326,Slugma,Sentret,Sentret
1327,Teddiursa,Gligar,Gligar
1328,Doduo,Aron,Aron
1329,Ralts,Hippopotas,Ralts
1330,Skitty,Zubat,Zubat
1331,Jirachi,Sewaddle,Jirachi
1332,Heatmor,Wailmer,Heatmor
1333,Buneary,Mareep,Buneary
1334,Ralts,Timburr,Ralts
1335,Mareep,Oddish,Mareep
1336,Bergmite,Meditite,Meditite
1337,Absol,Regigigas,Regigigas
1338,Bronzor,Lileep,Lileep
1339,Dwebble,Heatran,Heatran
1340,Houndour,Chinchou,Chinchou
1341,Caterpie,Latios,Latios
1342,Absol,Grimer,Absol
1343,Amaura,Magikarp,Amaura
1344,Drowzee,Wooper,Drowzee
1345,Scyther,Shinx,Scyther
1346,Tangela,Oddish,Tangela
1347,Frillish,Igglybuff,Frillish
1348,Moltres,Zigzagoon,Moltres
1349,Wynaut,Drifloon,Drifloon
1350,Litleo,Magnemite,Litleo
1351,Munna,Finneon,Finneon
1352,Heracross,Torchic,Heracross
1353,Petilil,Togepi,Petilil
1354,Chespin,Teddiursa,Teddiursa
1355,Rayquaza,Aerodactyl,Aerodactyl
1356,Sableye,Sentret,Sentret
1357,Buizel,Gible,Buizel
1358,Kangaskhan,Aerodactyl,Aerodactyl
1359,Bulbasaur,Venonat,Venonat
1360,Azelf,Jirachi,Azelf
1361,Barboach,Victini,Victini
1362,Sigilyph,Happiny,Sigilyph
1363,Zekrom,Lapras,Zekrom
1364,Abra,Cresselia,Abra
1365,Druddigon,Slowpoke,Druddigon
1366,Electrike,Inkay,Electrike
1367,Spritzee,Shelmet,Shelmet
1368,Koffing,Miltank,Miltank
1369,Spinarak,Miltank,Miltank
1370,Snubbull,Taillow,Taillow
1371,Swablu,Shelmet,Swablu
1372,Machop,Solrock,Solrock
1373,Bronzor,Regice,Regice
1374,Cobalion,Spoink,Cobalion
1375,Noibat,Tentacool,Tentacool
1376,Fennekin,Woobat,Woobat
1377,Ralts,Duskull,Ralts
1378,Durant,Bonsly,Durant
1379,Treecko,Patrat,Treecko
1380,Darumaka,Illumise,Darumaka
1381,Scraggy,Kabuto,Kabuto
1382,Fletchling,Omanyte,Fletchling
1383,Kyogre,Duskull,Kyogre
1384,Noibat,Carvanha,Carvanha
1385,Exeggcute,Reshiram,Reshiram
1386,Cottonee,Bellsprout,Bellsprout
1387,Darumaka,Mesprit,Mesprit
1388,Oshawott,Elekid,Elekid
1389,Gothita,Seel,Seel
1390,Archen,Suicune,Suicune
1391,Numel,Darkrai,Darkrai
1392,Horsea,Yanma,Yanma
1393,Larvesta,Koffing,Larvesta
1394,Smeargle,Kabuto,Smeargle
1395,Igglybuff,Tropius,Tropius
1396,Magnemite,Swirlix,Swirlix
1397,Cyndaquil,Teddiursa,Cyndaquil
1398,Goomy,Azurill,Goomy
1399,Cubchoo,Baltoy,Baltoy
1400,Bronzor,Lotad,Lotad
1401,Latias,Cyndaquil,Latias
1402,Charmander,Clauncher,Charmander
1403,Reshiram,Kabuto,Reshiram
1404,Klefki,Slakoth,Klefki
1405,Frillish,Hoothoot,Hoothoot
1406,Seel,Frillish,Frillish
1407,Fletchling,Pansage,Pansage
1408,Drowzee,Tympole,Tympole
1409,Kabuto,Suicune,Suicune
1410,Palkia,Wingull,Palkia
1411,Shuckle,Gothita,Gothita
1412,Karrablast,Clauncher,Karrablast
1413,Palkia,Spritzee,Palkia
1414,Zigzagoon,Spinarak,Zigzagoon
1415,Solrock,Absol,Absol
1416,Natu,Sawk,Sawk
1417,Misdreavus,Gulpin,Misdreavus
1418,Surskit,Skiddo,Surskit
1419,Charmander,Panpour,Charmander
1420,Entei,Staryu,Entei
1421,Genesect,Roggenrola,Genesect
1422,Celebi,Blitzle,Celebi
1423,Bunnelby,Lickitung,Bunnelby
1424,Meditite,Karrablast,Karrablast
1425,Feebas,Munchlax,Munchlax
1426,Tirtouga,Axew,Axew
1427,Aron,Totodile,Totodile
1428,Ralts,Mesprit,Mesprit
1429,Bunnelby,Heatran,Heatran
1430,Uxie,Qwilfish,Uxie
1431,Shroomish,Misdreavus,Misdreavus
1432,Minccino,Barboach,Minccino
1433,Cyndaquil,Dwebble,Cyndaquil
1434,Smoochum,Sewaddle,Smoochum
1435,Anorith,Growlithe,Anorith
1436,Tropius,Snubbull,Tropius
1437,Wynaut,Tirtouga,Wynaut
1438,Panpour,Kyurem,Kyurem
1439,Moltres,Drilbur,Moltres
1440,Nincada,Pinsir,Pinsir
1441,Mankey,Seel,Mankey
1442,Karrablast,Drifloon,Drifloon
1443,Lapras,Petilil,Lapras
1444,Shroomish,Gligar,Gligar
1445,Pineco,Larvitar,Larvitar
1446,Wynaut,Doduo,Doduo
1447,Petilil,Chingling,Chingling
1448,Virizion,Stunfisk,Virizion
1449,Togepi,Solrock,Solrock
1450,Larvesta,Darumaka,Larvesta
1451,Snover,Electrike,Electrike
1452,Piplup,Krabby,Krabby
1453,Lunatone,Rattata,Rattata
1454,Lotad,Tynamo,Tynamo
1455,Solrock,Togepi,Solrock
1456,Bidoof,Klink,Bidoof
1457,Relicanth,Magnemite,Relicanth
1458,Ducklett,Wynaut,Ducklett
1459,Oshawott,Slowpoke,Oshawott
1460,Skrelp,Combee,Skrelp
1461,Caterpie,Ponyta,Ponyta
1462,Rhyhorn,Zapdos,Rhyhorn
1463,Spoink,Kyogre,Kyogre
1464,Omanyte,Zubat,Zubat
1465,Oshawott,Reshiram,Reshiram
1466,Whismur,Tyrunt,Tyrunt
1467,Bulbasaur,Nosepass,Bulbasaur
1468,Alomomola,Snivy,Alomomola
1469,Psyduck,Eevee,Eevee
1470,Raikou,Cresselia,Raikou
1471,Relicanth,Articuno,Articuno
1472,Finneon,Skitty,Finneon
1473,Torchic,Taillow,Taillow
1474,Delibird,Reshiram,Reshiram
1475,Throh,Pichu,Pichu
1476,Vulpix,Luvdisc,Luvdisc
1477,Finneon,Skrelp,Finneon
1478,Wingull,Turtwig,Turtwig
1479,Aerodactyl,Panpour,Aerodactyl
1480,Spheal,Plusle,Plusle
1481,Minccino,Venonat,Minccino
1482,Raikou,Hoothoot,Raikou
1483,Latios,Stunfisk,Latios
